country,total_cases
Afghanistan,157665
Albania,204627
Algeria,213533
Andorra,20136
Angola,65565
Anguilla,1592
Antigua and Barbuda,4177
Argentina,5370000
Armenia,342977
Aruba,16673
Australia,238970
Austria,1240000
Azerbaijan,607076
Bahamas,22950
Bahrain,278202
Bangladesh,1580000
Barbados,27027
Belarus,678277
Belgium,1980000
Belize,31187
Benin,24907
Bermuda,5784
Bhutan,2652
Bolivia,556765
Bonaire Sint Eustatius and Saba,3162
Bosnia and Herzegovina,283109
Botswana,197644
Brazil,22210000
British Virgin Islands,2842
Brunei,15372
Bulgaria,720376
Burkina Faso,16672
Burundi,21143
Cambodia,120390
Cameroon,107662
Canada,1860000
Cape Verde,38527
Cayman Islands,8007
Central African Republic,11961
Chad,5703
Chile,1790000
China,100000
Colombia,5100000
Comoros,4576
Congo,19066
Cook Islands,2
Costa Rica,568373
Cote d'Ivoire,61943
Croatia,662397
Cuba,963813
Curacao,17657
Cyprus,142878
Czechia,2370000
Democratic Republic of Congo,61932
Denmark,579275
Djibouti,13526
Dominica,6286
Dominican Republic,410926
Ecuador,534176
Egypt,371698
El Salvador,121267
Equatorial Guinea,13617
Eritrea,7686
Estonia,229869
Eswatini,56200
Ethiopia,373860
Faeroe Islands,4477
Falkland Islands,83
Fiji,52604
Finland,209258
France,8440000
French Polynesia,46335
Gabon,37681
Gambia,10045
Georgia,898079
Germany,6690000
Ghana,131840
Gibraltar,7629
Greece,1020000
Greenland,1917
Grenada,5915
Guatemala,622866
Guinea,30814
Guinea-Bissau,6452
Guyana,38684
Haiti,25879
Honduras,378685
Hong Kong,12496
Hungary,1210000
Iceland,19861
India,34720000
Indonesia,4260000
International,721
Iran,6160000
Iraq,2089999
Ireland,636407
Isle of Man,12812
Israel,1350000
Italy,5280000
Jamaica,91868
Japan,1730000
Jordan,1020000
Kazakhstan,1060000
Kenya,257614
Kiribati,2
Kosovo,161227
Kuwait,413847
Kyrgyzstan,184055
Laos,93061
Latvia,264031
Lebanon,694256
Lesotho,23478
Liberia,5844
Libya,379816
Liechtenstein,5552
Lithuania,495686
Low income,1400000
Luxembourg,95222
Macao,77
Madagascar,45794
Malawi,62933
Malaysia,2700000
Maldives,93532
Mali,18855
Malta,40892
Marshall Islands,4
Mauritania,39924
Mauritius,22769
Mexico,3920000
Micronesia (country),1
Moldova,370951
Monaco,4114
Mongolia,385973
Montenegro,160270
Montserrat,44
Morocco,951984
Mozambique,155495
Myanmar,527503
Namibia,133444
Nepal,825016
Netherlands,2930000
New Caledonia,12525
New Zealand,13238
Nicaragua,17391
Niger,7176
Nigeria,220020
North Macedonia,220169
Norway,334488
Oman,304761
Pakistan,1290000
Palau,8
Palestine,465094
Panama,481438
Papua New Guinea,35966
Paraguay,464004
Peru,2260000
Philippines,2840000
Poland,3880000
Portugal,1210000
Qatar,245855
Romania,1800000
Russia,9930000
Rwanda,100888
Saint Helena,4
Saint Kitts and Nevis,2797
Saint Lucia,13115
Saint Pierre and Miquelon,96
Saint Vincent and the Grenadines,5723
Samoa,3
San Marino,6807
Sao Tome and Principe,3733
Saudi Arabia,550457
Senegal,74105
Serbia,1280000
Seychelles,23960
Sierra Leone,6434
Singapore,274617
Slovakia,1300000
Slovenia,443873
Solomon Islands,20
Somalia,23074
South Africa,3230000
South Korea,544117
South Sudan,12969
Spain,5390000
Sri Lanka,576966
Sudan,45112
Suriname,51323
Sweden,1240000
Switzerland,1150000
Syria,49493
Taiwan,16759
Tajikistan,17493
Tanzania,26483
Thailand,2180000
Timor,19830
Togo,26442
Tonga,1
Trinidad and Tobago,82563
Tunisia,720143
Turkey,9100000
Turks and Caicos Islands,3151
Uganda,128279
Ukraine,3750000
United Arab Emirates,743152
United Kingdom,11030000
United States,50390000
Uruguay,403293
Uzbekistan,196303
Vanuatu,7
Vatican,27
Venezuela,439444
Vietnam,1460000
Wallis and Futuna,454
Yemen,10081
Zambia,212278
Zimbabwe,177690
