country,total_cases
Afghanistan,157611
Albania,203524
Algeria,212652
Andorra,19440
Angola,65397
Anguilla,1523
Antigua and Barbuda,4159
Argentina,5360000
Armenia,342405
Aruba,16575
Australia,228925
Austria,1230000
Azerbaijan,603254
Bahamas,22881
Bahrain,278037
Bangladesh,1580000
Barbados,26740
Belarus,673269
Belgium,1930000
Belize,31033
Benin,24897
Bermuda,5764
Bhutan,2649
Bolivia,551516
Bonaire Sint Eustatius and Saba,3129
Bosnia and Herzegovina,280980
Botswana,196090
Brazil,22190000
British Virgin Islands,2816
Brunei,15343
Bulgaria,714156
Burkina Faso,16334
Burundi,20666
Cambodia,120343
Cameroon,107549
Canada,1840000
Cape Verde,38496
Cayman Islands,7871
Central African Republic,11912
Chad,5703
Chile,1780000
China,99679
Colombia,5090000
Comoros,4564
Congo,19066
Cook Islands,2
Costa Rica,567995
Cote d'Ivoire,61896
Croatia,651863
Cuba,963566
Curacao,17572
Cyprus,140458
Czechia,2330000
Democratic Republic of Congo,59851
Denmark,548400
Djibouti,13514
Dominica,6233
Dominican Republic,410087
Ecuador,530865
Egypt,368335
El Salvador,119803
Equatorial Guinea,13612
Eritrea,7629
Estonia,227902
Eswatini,52174
Ethiopia,373000
Faeroe Islands,4275
Falkland Islands,83
Fiji,52577
Finland,201051
France,8260000
French Polynesia,46334
Gabon,37591
Gambia,9998
Georgia,886364
Germany,6530000
Ghana,131412
Gibraltar,7508
Greece,999652
Greenland,1813
Grenada,5913
Guatemala,622168
Guinea,30798
Guinea-Bissau,6447
Guyana,38453
Haiti,25744
Honduras,378423
Hong Kong,12483
Hungary,1180000
Iceland,19159
India,34690000
Indonesia,4260000
International,721
Iran,6150000
Iraq,2089999
Ireland,618956
Isle of Man,12519
Israel,1350000
Italy,5210000
Jamaica,91725
Japan,1730000
Jordan,1010000
Kazakhstan,1060000
Kenya,256134
Kiribati,2
Kosovo,161193
Kuwait,413672
Kyrgyzstan,183931
Laos,88046
Latvia,261463
Lebanon,688515
Lesotho,22448
Liberia,5835
Libya,377450
Liechtenstein,5297
Lithuania,489673
Low income,1390000
Luxembourg,93429
Macao,77
Madagascar,45794
Malawi,62230
Malaysia,2690000
Maldives,93064
Mali,18504
Malta,40468
Marshall Islands,4
Mauritania,39778
Mauritius,22521
Mexico,3910000
Micronesia (country),1
Moldova,369402
Monaco,4093
Mongolia,385353
Montenegro,159635
Montserrat,44
Morocco,951380
Mozambique,153408
Myanmar,526381
Namibia,132271
Nepal,823980
Netherlands,2870000
New Caledonia,12479
New Zealand,12884
Nicaragua,17328
Niger,7149
Nigeria,217063
North Macedonia,219100
Norway,314258
Oman,304679
Pakistan,1290000
Palau,8
Palestine,463573
Panama,480573
Papua New Guinea,35835
Paraguay,463650
Peru,2250000
Philippines,2840000
Poland,3810000
Portugal,1190000
Qatar,245188
Romania,1790000
Russia,9810000
Rwanda,100584
Saint Helena,4
Saint Kitts and Nevis,2796
Saint Lucia,13086
Saint Pierre and Miquelon,94
Saint Vincent and the Grenadines,5692
Samoa,3
San Marino,6464
Sao Tome and Principe,3733
Saudi Arabia,550189
Senegal,74076
Serbia,1270000
Seychelles,23806
Sierra Leone,6421
Singapore,272992
Slovakia,1280000
Slovenia,439169
Solomon Islands,20
Somalia,23074
South Africa,3130000
South Korea,517271
South Sudan,12873
Spain,5290000
Sri Lanka,572188
Sudan,44529
Suriname,51167
Sweden,1230000
Switzerland,1110000
Syria,49189
Taiwan,16731
Tajikistan,17493
Tanzania,26309
Thailand,2170000
Timor,19829
Togo,26372
Tonga,1
Trinidad and Tobago,80049
Tunisia,719434
Turkey,9020000
Turks and Caicos Islands,3130
Uganda,127944
Ukraine,3730000
United Arab Emirates,742719
United Kingdom,10790000
United States,49900000
Uruguay,402383
Uzbekistan,195524
Vanuatu,6
Vatican,27
Venezuela,437887
Vietnam,1400000
Wallis and Futuna,454
Yemen,10063
Zambia,210959
Zimbabwe,165002
