country,total_cases
Afghanistan,157660
Albania,204301
Algeria,213288
Andorra,20136
Angola,65431
Anguilla,1592
Antigua and Barbuda,4177
Argentina,5370000
Armenia,342765
Aruba,16646
Australia,235547
Austria,1240000
Azerbaijan,605920
Bahamas,22907
Bahrain,278149
Bangladesh,1580000
Barbados,26949
Belarus,676512
Belgium,1970000
Belize,31152
Benin,24897
Bermuda,5784
Bhutan,2649
Bolivia,554999
Bonaire Sint Eustatius and Saba,3156
Bosnia and Herzegovina,282587
Botswana,197644
Brazil,22200000
British Virgin Islands,2842
Brunei,15363
Bulgaria,718651
Burkina Faso,16672
Burundi,20886
Cambodia,120382
Cameroon,107662
Canada,1850000
Cape Verde,38509
Cayman Islands,7960
Central African Republic,11961
Chad,5703
Chile,1790000
China,99925
Colombia,5100000
Comoros,4572
Congo,19066
Cook Islands,2
Costa Rica,568305
Cote d'Ivoire,61907
Croatia,657726
Cuba,963751
Curacao,17618
Cyprus,142228
Czechia,2350000
Democratic Republic of Congo,59851
Denmark,570502
Djibouti,13514
Dominica,6257
Dominican Republic,410720
Ecuador,533457
Egypt,370819
El Salvador,121267
Equatorial Guinea,13612
Eritrea,7675
Estonia,229214
Eswatini,54731
Ethiopia,373564
Faeroe Islands,4477
Falkland Islands,83
Fiji,52593
Finland,207033
France,8380000
French Polynesia,46334
Gabon,37626
Gambia,10045
Georgia,894801
Germany,6630000
Ghana,131547
Gibraltar,7589
Greece,1010000
Greenland,1876
Grenada,5915
Guatemala,622525
Guinea,30814
Guinea-Bissau,6450
Guyana,38618
Haiti,25865
Honduras,378615
Hong Kong,12495
Hungary,1200000
Iceland,19708
India,34710000
Indonesia,4260000
International,721
Iran,6160000
Iraq,2089999
Ireland,632177
Isle of Man,12731
Israel,1350000
Italy,5260000
Jamaica,91843
Japan,1730000
Jordan,1020000
Kazakhstan,1060000
Kenya,256815
Kiribati,2
Kosovo,161216
Kuwait,413790
Kyrgyzstan,184027
Laos,91816
Latvia,263145
Lebanon,692315
Lesotho,23223
Liberia,5844
Libya,379328
Liechtenstein,5512
Lithuania,493471
Low income,1400000
Luxembourg,94511
Macao,77
Madagascar,45794
Malawi,62615
Malaysia,2700000
Maldives,93370
Mali,18718
Malta,40724
Marshall Islands,4
Mauritania,39878
Mauritius,22710
Mexico,3920000
Micronesia (country),1
Moldova,370459
Monaco,4114
Mongolia,385638
Montenegro,160111
Montserrat,44
Morocco,951763
Mozambique,154520
Myanmar,527274
Namibia,133090
Nepal,824764
Netherlands,2910000
New Caledonia,12525
New Zealand,13143
Nicaragua,17391
Niger,7170
Nigeria,218596
North Macedonia,219843
Norway,328747
Oman,304741
Pakistan,1290000
Palau,8
Palestine,464751
Panama,481438
Papua New Guinea,35962
Paraguay,463926
Peru,2260000
Philippines,2840000
Poland,3860000
Portugal,1200000
Qatar,245690
Romania,1790000
Russia,9900000
Rwanda,100763
Saint Helena,4
Saint Kitts and Nevis,2796
Saint Lucia,13105
Saint Pierre and Miquelon,96
Saint Vincent and the Grenadines,5723
Samoa,3
San Marino,6719
Sao Tome and Principe,3733
Saudi Arabia,550369
Senegal,74094
Serbia,1280000
Seychelles,23920
Sierra Leone,6423
Singapore,274143
Slovakia,1300000
Slovenia,442347
Solomon Islands,20
Somalia,23074
South Africa,3200000
South Korea,536495
South Sudan,12904
Spain,5370000
Sri Lanka,576194
Sudan,45112
Suriname,51289
Sweden,1240000
Switzerland,1140000
Syria,49423
Taiwan,16752
Tajikistan,17493
Tanzania,26309
Thailand,2170000
Timor,19830
Togo,26416
Tonga,1
Trinidad and Tobago,81857
Tunisia,719903
Turkey,9080000
Turks and Caicos Islands,3141
Uganda,128187
Ukraine,3750000
United Arab Emirates,743004
United Kingdom,10950000
United States,50250000
Uruguay,402978
Uzbekistan,196094
Vanuatu,7
Vatican,27
Venezuela,439089
Vietnam,1440000
Wallis and Futuna,454
Yemen,10075
Zambia,211705
Zimbabwe,172012
