country,total_cases
Afghanistan,157648
Albania,203925
Algeria,213058
Andorra,19440
Angola,65404
Anguilla,1523
Antigua and Barbuda,4162
Argentina,5360000
Armenia,342604
Aruba,16593
Australia,232738
Austria,1230000
Azerbaijan,604998
Bahamas,22907
Bahrain,278065
Bangladesh,1580000
Barbados,26814
Belarus,675734
Belgium,1960000
Belize,31033
Benin,24897
Bermuda,5764
Bhutan,2649
Bolivia,553108
Bonaire Sint Eustatius and Saba,3138
Bosnia and Herzegovina,281903
Botswana,196090
Brazil,22200000
British Virgin Islands,2842
Brunei,15362
Bulgaria,714688
Burkina Faso,16334
Burundi,20886
Cambodia,120370
Cameroon,107549
Canada,1850000
Cape Verde,38503
Cayman Islands,7871
Central African Republic,11961
Chad,5703
Chile,1780000
China,99856
Colombia,5100000
Comoros,4569
Congo,19066
Cook Islands,2
Costa Rica,567995
Cote d'Ivoire,61905
Croatia,654655
Cuba,963693
Curacao,17598
Cyprus,141566
Czechia,2340000
Democratic Republic of Congo,59851
Denmark,562188
Djibouti,13514
Dominica,6233
Dominican Republic,410412
Ecuador,533190
Egypt,369198
El Salvador,121200
Equatorial Guinea,13612
Eritrea,7656
Estonia,228596
Eswatini,53509
Ethiopia,373240
Faeroe Islands,4413
Falkland Islands,83
Fiji,52593
Finland,205357
France,8320000
French Polynesia,46334
Gabon,37591
Gambia,10034
Georgia,890813
Germany,6580000
Ghana,131547
Gibraltar,7546
Greece,1010000
Greenland,1876
Grenada,5915
Guatemala,622237
Guinea,30798
Guinea-Bissau,6448
Guyana,38554
Haiti,25758
Honduras,378615
Hong Kong,12490
Hungary,1200000
Iceland,19547
India,34700000
Indonesia,4260000
International,721
Iran,6160000
Iraq,2089999
Ireland,628306
Isle of Man,12635
Israel,1350000
Italy,5240000
Jamaica,91802
Japan,1730000
Jordan,1020000
Kazakhstan,1060000
Kenya,256484
Kiribati,2
Kosovo,161208
Kuwait,413711
Kyrgyzstan,183991
Laos,90458
Latvia,262215
Lebanon,690841
Lesotho,23102
Liberia,5844
Libya,378816
Liechtenstein,5401
Lithuania,491953
Low income,1400000
Luxembourg,94300
Macao,77
Madagascar,45794
Malawi,62380
Malaysia,2700000
Maldives,93246
Mali,18627
Malta,40624
Marshall Islands,4
Mauritania,39834
Mauritius,22651
Mexico,3920000
Micronesia (country),1
Moldova,370003
Monaco,4114
Mongolia,385447
Montenegro,159901
Montserrat,44
Morocco,951544
Mozambique,153787
Myanmar,526911
Namibia,133090
Nepal,824535
Netherlands,2900000
New Caledonia,12515
New Zealand,13067
Nicaragua,17328
Niger,7163
Nigeria,217481
North Macedonia,219490
Norway,317880
Oman,304724
Pakistan,1290000
Palau,8
Palestine,464341
Panama,480781
Papua New Guinea,35937
Paraguay,463828
Peru,2250000
Philippines,2840000
Poland,3840000
Portugal,1200000
Qatar,245523
Romania,1790000
Russia,9870000
Rwanda,100634
Saint Helena,4
Saint Kitts and Nevis,2796
Saint Lucia,13098
Saint Pierre and Miquelon,95
Saint Vincent and the Grenadines,5722
Samoa,3
San Marino,6464
Sao Tome and Principe,3733
Saudi Arabia,550304
Senegal,74092
Serbia,1280000
Seychelles,23901
Sierra Leone,6422
Singapore,273701
Slovakia,1290000
Slovenia,440633
Solomon Islands,20
Somalia,23074
South Africa,3180000
South Korea,528652
South Sudan,12904
Spain,5340000
Sri Lanka,573649
Sudan,44877
Suriname,51202
Sweden,1230000
Switzerland,1140000
Syria,49272
Taiwan,16742
Tajikistan,17493
Tanzania,26309
Thailand,2170000
Timor,19829
Togo,26416
Tonga,1
Trinidad and Tobago,80607
Tunisia,719586
Turkey,9060000
Turks and Caicos Islands,3137
Uganda,128100
Ukraine,3740000
United Arab Emirates,742894
United Kingdom,10890000
United States,50130000
Uruguay,402509
Uzbekistan,195958
Vanuatu,6
Vatican,27
Venezuela,438683
Vietnam,1430000
Wallis and Futuna,454
Yemen,10072
Zambia,211234
Zimbabwe,167140
