country,total_cases
Afghanistan,157633
Albania,203787
Algeria,212848
Andorra,19440
Angola,65404
Anguilla,1523
Antigua and Barbuda,4162
Argentina,5360000
Armenia,342538
Aruba,16593
Australia,230768
Austria,1230000
Azerbaijan,604480
Bahamas,22881
Bahrain,278065
Bangladesh,1580000
Barbados,26740
Belarus,674723
Belgium,1930000
Belize,31033
Benin,24897
Bermuda,5764
Bhutan,2649
Bolivia,553108
Bonaire Sint Eustatius and Saba,3138
Bosnia and Herzegovina,280980
Botswana,196090
Brazil,22190000
British Virgin Islands,2816
Brunei,15348
Bulgaria,714688
Burkina Faso,16334
Burundi,20666
Cambodia,120355
Cameroon,107549
Canada,1840000
Cape Verde,38503
Cayman Islands,7871
Central African Republic,11912
Chad,5703
Chile,1780000
China,99780
Colombia,5090000
Comoros,4567
Congo,19066
Cook Islands,2
Costa Rica,567995
Cote d'Ivoire,61905
Croatia,654202
Cuba,963628
Curacao,17589
Cyprus,140851
Czechia,2330000
Democratic Republic of Congo,59851
Denmark,554389
Djibouti,13514
Dominica,6233
Dominican Republic,410265
Ecuador,533190
Egypt,369198
El Salvador,121127
Equatorial Guinea,13612
Eritrea,7646
Estonia,228279
Eswatini,52643
Ethiopia,373115
Faeroe Islands,4372
Falkland Islands,83
Fiji,52577
Finland,201051
France,8300000
French Polynesia,46334
Gabon,37591
Gambia,10034
Georgia,889286
Germany,6550000
Ghana,131547
Gibraltar,7525
Greece,1000000
Greenland,1831
Grenada,5915
Guatemala,622229
Guinea,30798
Guinea-Bissau,6448
Guyana,38554
Haiti,25744
Honduras,378423
Hong Kong,12488
Hungary,1180000
Iceland,19159
India,34700000
Indonesia,4260000
International,721
Iran,6150000
Iraq,2089999
Ireland,623623
Isle of Man,12580
Israel,1350000
Italy,5230000
Jamaica,91765
Japan,1730000
Jordan,1010000
Kazakhstan,1060000
Kenya,256335
Kiribati,2
Kosovo,161200
Kuwait,413711
Kyrgyzstan,183965
Laos,89320
Latvia,261944
Lebanon,690054
Lesotho,23102
Liberia,5835
Libya,378105
Liechtenstein,5327
Lithuania,491122
Low income,1390000
Luxembourg,93429
Macao,77
Madagascar,45794
Malawi,62265
Malaysia,2690000
Maldives,93119
Mali,18591
Malta,40546
Marshall Islands,4
Mauritania,39806
Mauritius,22613
Mexico,3920000
Micronesia (country),1
Moldova,369659
Monaco,4093
Mongolia,385447
Montenegro,159788
Montserrat,44
Morocco,951482
Mozambique,153674
Myanmar,526661
Namibia,132849
Nepal,824222
Netherlands,2890000
New Caledonia,12479
New Zealand,12986
Nicaragua,17328
Niger,7154
Nigeria,217481
North Macedonia,219408
Norway,317880
Oman,304714
Pakistan,1290000
Palau,8
Palestine,463573
Panama,480781
Papua New Guinea,35927
Paraguay,463650
Peru,2250000
Philippines,2840000
Poland,3830000
Portugal,1190000
Qatar,245354
Romania,1790000
Russia,9840000
Rwanda,100634
Saint Helena,4
Saint Kitts and Nevis,2796
Saint Lucia,13086
Saint Pierre and Miquelon,94
Saint Vincent and the Grenadines,5722
Samoa,3
San Marino,6464
Sao Tome and Principe,3733
Saudi Arabia,550240
Senegal,74086
Serbia,1270000
Seychelles,23806
Sierra Leone,6421
Singapore,273362
Slovakia,1290000
Slovenia,439952
Solomon Islands,20
Somalia,23074
South Africa,3170000
South Korea,523088
South Sudan,12873
Spain,5290000
Sri Lanka,572902
Sudan,44529
Suriname,51202
Sweden,1230000
Switzerland,1110000
Syria,49272
Taiwan,16737
Tajikistan,17493
Tanzania,26309
Thailand,2170000
Timor,19829
Togo,26400
Tonga,1
Trinidad and Tobago,80607
Tunisia,719586
Turkey,9040000
Turks and Caicos Islands,3137
Uganda,127973
Ukraine,3730000
United Arab Emirates,742802
United Kingdom,10840000
United States,49950000
Uruguay,402509
Uzbekistan,195747
Vanuatu,6
Vatican,27
Venezuela,438683
Vietnam,1410000
Wallis and Futuna,454
Yemen,10069
Zambia,211077
Zimbabwe,167140
