country,total_cases
Afghanistan,157725
Albania,204928
Algeria,213745
Andorra,20549
Angola,65648
Anguilla,1592
Antigua and Barbuda,4178
Argentina,5380000
Armenia,343157
Aruba,16716
Australia,242772
Austria,1240000
Azerbaijan,608060
Bahamas,22971
Bahrain,278257
Bangladesh,1580000
Barbados,27071
Belarus,679873
Belgium,1980000
Belize,31217
Benin,24907
Bermuda,5815
Bhutan,2652
Bolivia,558565
Bonaire Sint Eustatius and Saba,3175
Bosnia and Herzegovina,283784
Botswana,199864
Brazil,22210000
British Virgin Islands,2886
Brunei,15376
Bulgaria,721819
Burkina Faso,16672
Burundi,21422
Cambodia,120397
Cameroon,107662
Canada,1870000
Cape Verde,38541
Cayman Islands,8036
Central African Republic,11961
Chad,5703
Chile,1790000
China,100076
Colombia,5100000
Comoros,4589
Congo,19179
Cook Islands,2
Costa Rica,568428
Cote d'Ivoire,61998
Croatia,666162
Cuba,963885
Curacao,17693
Cyprus,143510
Czechia,2380000
Democratic Republic of Congo,63388
Denmark,589274
Djibouti,13526
Dominica,6286
Dominican Republic,411014
Ecuador,535414
Egypt,372599
El Salvador,121384
Equatorial Guinea,13617
Eritrea,7713
Estonia,230514
Eswatini,57842
Ethiopia,374402
Faeroe Islands,4477
Falkland Islands,83
Fiji,52604
Finland,211239
France,8510000
French Polynesia,46342
Gabon,37681
Gambia,10045
Georgia,901202
Germany,6740000
Ghana,131911
Gibraltar,7683
Greece,1020000
Greenland,1937
Grenada,5915
Guatemala,623195
Guinea,30814
Guinea-Bissau,6455
Guyana,38728
Haiti,25907
Honduras,378685
Hong Kong,12506
Hungary,1210000
Iceland,20044
India,34730000
Indonesia,4260000
International,721
Iran,6170000
Iraq,2089999
Ireland,640548
Isle of Man,12895
Israel,1350000
Italy,5310000
Jamaica,91927
Japan,1730000
Jordan,1030000
Kazakhstan,1070000
Kenya,258557
Kiribati,2
Kosovo,161235
Kuwait,413891
Kyrgyzstan,184094
Laos,94554
Latvia,264965
Lebanon,696168
Lesotho,23903
Liberia,5844
Libya,380464
Liechtenstein,5593
Lithuania,497643
Low income,1410000
Luxembourg,95759
Macao,77
Madagascar,45794
Malawi,63408
Malaysia,2710000
Maldives,93629
Mali,18938
Malta,41059
Marshall Islands,4
Mauritania,39964
Mauritius,22815
Mexico,3930000
Micronesia (country),1
Moldova,371410
Monaco,4114
Mongolia,386258
Montenegro,160457
Montserrat,44
Morocco,952189
Mozambique,156729
Myanmar,527714
Namibia,134154
Nepal,825176
Netherlands,2940000
New Caledonia,12557
New Zealand,13317
Nicaragua,17391
Niger,7185
Nigeria,221071
North Macedonia,220467
Norway,339008
Oman,304783
Pakistan,1290000
Palau,8
Palestine,465094
Panama,481824
Papua New Guinea,35966
Paraguay,464004
Peru,2260000
Philippines,2840000
Poland,3900000
Portugal,1210000
Qatar,246024
Romania,1800000
Russia,9960000
Rwanda,101030
Saint Helena,4
Saint Kitts and Nevis,2798
Saint Lucia,13127
Saint Pierre and Miquelon,96
Saint Vincent and the Grenadines,5723
Samoa,3
San Marino,6915
Sao Tome and Principe,3735
Saudi Arabia,550542
Senegal,74115
Serbia,1280000
Seychelles,24047
Sierra Leone,6434
Singapore,274972
Slovakia,1310000
Slovenia,445228
Solomon Islands,20
Somalia,23074
South Africa,3260000
South Korea,551551
South Sudan,13049
Spain,5420000
Sri Lanka,577724
Sudan,45112
Suriname,51323
Sweden,1250000
Switzerland,1170000
Syria,49565
Taiwan,16771
Tajikistan,17493
Tanzania,26483
Thailand,2190000
Timor,19830
Togo,26466
Tonga,1
Trinidad and Tobago,83130
Tunisia,720518
Turkey,9120000
Turks and Caicos Islands,3151
Uganda,128369
Ukraine,3760000
United Arab Emirates,743352
United Kingdom,11120000
United States,50540000
Uruguay,403582
Uzbekistan,196522
Vanuatu,7
Vatican,27
Venezuela,439935
Vietnam,1490000
Wallis and Futuna,454
Yemen,10086
Zambia,213139
Zimbabwe,182057
